Indicator,Group,State,Subgroup,Time Period Label,Time Period End Date,Value
"Did Not Get Needed Care, Last 4 Weeks",By State,Washington,Washington,Oct 14 - Oct 26,10/26/2020,22.4
"Did Not Get Needed Care, Last 4 Weeks",By State,West Virginia,West Virginia,Oct 14 - Oct 26,10/26/2020,24.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,Oct 14 - Oct 26,10/26/2020,19.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Wyoming,Wyoming,Oct 14 - Oct 26,10/26/2020,23.7
"Delayed Medical Care, Last 4 Weeks",By Age,United States,18 - 29 years,Oct 28 - Nov 9,11/09/2020,35.8
"Delayed Medical Care, Last 4 Weeks",By Age,United States,30 - 39 years,Oct 28 - Nov 9,11/09/2020,35.9
"Delayed Medical Care, Last 4 Weeks",By Age,United States,40 - 49 years,Oct 28 - Nov 9,11/09/2020,33.4
"Delayed Medical Care, Last 4 Weeks",By Age,United States,50 - 59 years,Oct 28 - Nov 9,11/09/2020,32.2
"Delayed Medical Care, Last 4 Weeks",By Age,United States,60 - 69 years,Oct 28 - Nov 9,11/09/2020,29
"Delayed Medical Care, Last 4 Weeks",By Age,United States,70 - 79 years,Oct 28 - Nov 9,11/09/2020,23.5
"Delayed Medical Care, Last 4 Weeks",By Age,United States,80 years and above,Oct 28 - Nov 9,11/09/2020,18.4
"Delayed Medical Care, Last 4 Weeks",By State,Alabama,Alabama,Oct 28 - Nov 9,11/09/2020,32.7
"Delayed Medical Care, Last 4 Weeks",By State,Alaska,Alaska,Oct 28 - Nov 9,11/09/2020,37.6
"Delayed Medical Care, Last 4 Weeks",By State,Arizona,Arizona,Oct 28 - Nov 9,11/09/2020,29.7
"Delayed Medical Care, Last 4 Weeks",By State,Arkansas,Arkansas,Oct 28 - Nov 9,11/09/2020,33
"Delayed Medical Care, Last 4 Weeks",By State,California,California,Oct 28 - Nov 9,11/09/2020,38.1
"Delayed Medical Care, Last 4 Weeks",By State,Colorado,Colorado,Oct 28 - Nov 9,11/09/2020,33.7
"Delayed Medical Care, Last 4 Weeks",By State,Connecticut,Connecticut,Oct 28 - Nov 9,11/09/2020,28.9
"Delayed Medical Care, Last 4 Weeks",By State,Delaware,Delaware,Oct 28 - Nov 9,11/09/2020,32.5
"Delayed Medical Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,Oct 28 - Nov 9,11/09/2020,35.3
"Delayed Medical Care, Last 4 Weeks",By State,Florida,Florida,Oct 28 - Nov 9,11/09/2020,32.4
"Delayed Medical Care, Last 4 Weeks",By State,Georgia,Georgia,Oct 28 - Nov 9,11/09/2020,28.3
"Delayed Medical Care, Last 4 Weeks",By State,Hawaii,Hawaii,Oct 28 - Nov 9,11/09/2020,32
"Delayed Medical Care, Last 4 Weeks",By State,Idaho,Idaho,Oct 28 - Nov 9,11/09/2020,26.8
"Delayed Medical Care, Last 4 Weeks",By State,Illinois,Illinois,Oct 28 - Nov 9,11/09/2020,30
"Delayed Medical Care, Last 4 Weeks",By State,Indiana,Indiana,Oct 28 - Nov 9,11/09/2020,27.9
"Delayed Medical Care, Last 4 Weeks",By State,Iowa,Iowa,Oct 28 - Nov 9,11/09/2020,27.3
"Delayed Medical Care, Last 4 Weeks",By State,Kansas,Kansas,Oct 28 - Nov 9,11/09/2020,29.3
"Delayed Medical Care, Last 4 Weeks",By State,Kentucky,Kentucky,Oct 28 - Nov 9,11/09/2020,31.1
"Delayed Medical Care, Last 4 Weeks",By State,Louisiana,Louisiana,Oct 28 - Nov 9,11/09/2020,31.1
"Delayed Medical Care, Last 4 Weeks",By State,Maine,Maine,Oct 28 - Nov 9,11/09/2020,30.4
"Delayed Medical Care, Last 4 Weeks",By State,Maryland,Maryland,Oct 28 - Nov 9,11/09/2020,31
"Delayed Medical Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,Oct 28 - Nov 9,11/09/2020,34.6
"Delayed Medical Care, Last 4 Weeks",By State,Michigan,Michigan,Oct 28 - Nov 9,11/09/2020,28.7
"Delayed Medical Care, Last 4 Weeks",By State,Minnesota,Minnesota,Oct 28 - Nov 9,11/09/2020,30.3
"Delayed Medical Care, Last 4 Weeks",By State,Mississippi,Mississippi,Oct 28 - Nov 9,11/09/2020,33.5
"Delayed Medical Care, Last 4 Weeks",By State,Missouri,Missouri,Oct 28 - Nov 9,11/09/2020,31.4
"Delayed Medical Care, Last 4 Weeks",By State,Montana,Montana,Oct 28 - Nov 9,11/09/2020,33.3
"Delayed Medical Care, Last 4 Weeks",By State,Nebraska,Nebraska,Oct 28 - Nov 9,11/09/2020,26.2
"Delayed Medical Care, Last 4 Weeks",By State,Nevada,Nevada,Oct 28 - Nov 9,11/09/2020,33.6
"Delayed Medical Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,Oct 28 - Nov 9,11/09/2020,31.6
"Delayed Medical Care, Last 4 Weeks",By State,New Jersey,New Jersey,Oct 28 - Nov 9,11/09/2020,30.7
"Delayed Medical Care, Last 4 Weeks",By State,New Mexico,New Mexico,Oct 28 - Nov 9,11/09/2020,38.1
"Delayed Medical Care, Last 4 Weeks",By State,New York,New York,Oct 28 - Nov 9,11/09/2020,30.4
"Delayed Medical Care, Last 4 Weeks",By State,North Carolina,North Carolina,Oct 28 - Nov 9,11/09/2020,27.1
"Delayed Medical Care, Last 4 Weeks",By State,North Dakota,North Dakota,Oct 28 - Nov 9,11/09/2020,28.7
"Delayed Medical Care, Last 4 Weeks",By State,Ohio,Ohio,Oct 28 - Nov 9,11/09/2020,32.6
"Delayed Medical Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,Oct 28 - Nov 9,11/09/2020,31.1
"Delayed Medical Care, Last 4 Weeks",By State,Oregon,Oregon,Oct 28 - Nov 9,11/09/2020,34.2
"Delayed Medical Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,Oct 28 - Nov 9,11/09/2020,29
"Delayed Medical Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,Oct 28 - Nov 9,11/09/2020,30.8
"Delayed Medical Care, Last 4 Weeks",By State,South Carolina,South Carolina,Oct 28 - Nov 9,11/09/2020,28.1
"Delayed Medical Care, Last 4 Weeks",By State,South Dakota,South Dakota,Oct 28 - Nov 9,11/09/2020,26
"Delayed Medical Care, Last 4 Weeks",By State,Tennessee,Tennessee,Oct 28 - Nov 9,11/09/2020,24.8
"Delayed Medical Care, Last 4 Weeks",By State,Texas,Texas,Oct 28 - Nov 9,11/09/2020,35.5
"Delayed Medical Care, Last 4 Weeks",By State,Utah,Utah,Oct 28 - Nov 9,11/09/2020,26.9
"Delayed Medical Care, Last 4 Weeks",By State,Vermont,Vermont,Oct 28 - Nov 9,11/09/2020,32.1
"Delayed Medical Care, Last 4 Weeks",By State,Virginia,Virginia,Oct 28 - Nov 9,11/09/2020,28.6
"Delayed Medical Care, Last 4 Weeks",By State,Washington,Washington,Oct 28 - Nov 9,11/09/2020,32.2
"Delayed Medical Care, Last 4 Weeks",By State,West Virginia,West Virginia,Oct 28 - Nov 9,11/09/2020,27.7
"Delayed Medical Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,Oct 28 - Nov 9,11/09/2020,32.8
"Delayed Medical Care, Last 4 Weeks",By State,Wyoming,Wyoming,Oct 28 - Nov 9,11/09/2020,28.4
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,18 - 29 years,Oct 28 - Nov 9,11/09/2020,27.7
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,30 - 39 years,Oct 28 - Nov 9,11/09/2020,26
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,40 - 49 years,Oct 28 - Nov 9,11/09/2020,25.4
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,50 - 59 years,Oct 28 - Nov 9,11/09/2020,26.6
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,60 - 69 years,Oct 28 - Nov 9,11/09/2020,22
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,70 - 79 years,Oct 28 - Nov 9,11/09/2020,16.5
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,80 years and above,Oct 28 - Nov 9,11/09/2020,14.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Alabama,Alabama,Oct 28 - Nov 9,11/09/2020,25.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Alaska,Alaska,Oct 28 - Nov 9,11/09/2020,30.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Arizona,Arizona,Oct 28 - Nov 9,11/09/2020,23.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Arkansas,Arkansas,Oct 28 - Nov 9,11/09/2020,26.7
"Did Not Get Needed Care, Last 4 Weeks",By State,California,California,Oct 28 - Nov 9,11/09/2020,28.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Colorado,Colorado,Oct 28 - Nov 9,11/09/2020,25.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Connecticut,Connecticut,Oct 28 - Nov 9,11/09/2020,20.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Delaware,Delaware,Oct 28 - Nov 9,11/09/2020,24.7
"Did Not Get Needed Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,Oct 28 - Nov 9,11/09/2020,28.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Florida,Florida,Oct 28 - Nov 9,11/09/2020,23.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Georgia,Georgia,Oct 28 - Nov 9,11/09/2020,26.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Hawaii,Hawaii,Oct 28 - Nov 9,11/09/2020,26
"Did Not Get Needed Care, Last 4 Weeks",By State,Idaho,Idaho,Oct 28 - Nov 9,11/09/2020,20.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Illinois,Illinois,Oct 28 - Nov 9,11/09/2020,23.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Indiana,Indiana,Oct 28 - Nov 9,11/09/2020,20.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Iowa,Iowa,Oct 28 - Nov 9,11/09/2020,22.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Kansas,Kansas,Oct 28 - Nov 9,11/09/2020,20
"Did Not Get Needed Care, Last 4 Weeks",By State,Kentucky,Kentucky,Oct 28 - Nov 9,11/09/2020,24.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Louisiana,Louisiana,Oct 28 - Nov 9,11/09/2020,22.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Maine,Maine,Oct 28 - Nov 9,11/09/2020,22.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Maryland,Maryland,Oct 28 - Nov 9,11/09/2020,25
"Did Not Get Needed Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,Oct 28 - Nov 9,11/09/2020,23.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Michigan,Michigan,Oct 28 - Nov 9,11/09/2020,20.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Minnesota,Minnesota,Oct 28 - Nov 9,11/09/2020,21.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Mississippi,Mississippi,Oct 28 - Nov 9,11/09/2020,29.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Missouri,Missouri,Oct 28 - Nov 9,11/09/2020,23.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Montana,Montana,Oct 28 - Nov 9,11/09/2020,24.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Nebraska,Nebraska,Oct 28 - Nov 9,11/09/2020,16.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Nevada,Nevada,Oct 28 - Nov 9,11/09/2020,29.9
"Did Not Get Needed Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,Oct 28 - Nov 9,11/09/2020,18.6
"Did Not Get Needed Care, Last 4 Weeks",By State,New Jersey,New Jersey,Oct 28 - Nov 9,11/09/2020,23.3
"Did Not Get Needed Care, Last 4 Weeks",By State,New Mexico,New Mexico,Oct 28 - Nov 9,11/09/2020,30.8
"Did Not Get Needed Care, Last 4 Weeks",By State,New York,New York,Oct 28 - Nov 9,11/09/2020,21.7
"Did Not Get Needed Care, Last 4 Weeks",By State,North Carolina,North Carolina,Oct 28 - Nov 9,11/09/2020,22.5
"Did Not Get Needed Care, Last 4 Weeks",By State,North Dakota,North Dakota,Oct 28 - Nov 9,11/09/2020,18.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Ohio,Ohio,Oct 28 - Nov 9,11/09/2020,22.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,Oct 28 - Nov 9,11/09/2020,29.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Oregon,Oregon,Oct 28 - Nov 9,11/09/2020,26.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,Oct 28 - Nov 9,11/09/2020,20.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,Oct 28 - Nov 9,11/09/2020,22.2
"Did Not Get Needed Care, Last 4 Weeks",By State,South Carolina,South Carolina,Oct 28 - Nov 9,11/09/2020,26.2
"Did Not Get Needed Care, Last 4 Weeks",By State,South Dakota,South Dakota,Oct 28 - Nov 9,11/09/2020,19.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Tennessee,Tennessee,Oct 28 - Nov 9,11/09/2020,19
"Did Not Get Needed Care, Last 4 Weeks",By State,Texas,Texas,Oct 28 - Nov 9,11/09/2020,27.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Utah,Utah,Oct 28 - Nov 9,11/09/2020,18.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Vermont,Vermont,Oct 28 - Nov 9,11/09/2020,24.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Virginia,Virginia,Oct 28 - Nov 9,11/09/2020,21.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Washington,Washington,Oct 28 - Nov 9,11/09/2020,25.4
"Did Not Get Needed Care, Last 4 Weeks",By State,West Virginia,West Virginia,Oct 28 - Nov 9,11/09/2020,21
"Did Not Get Needed Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,Oct 28 - Nov 9,11/09/2020,26.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Wyoming,Wyoming,Oct 28 - Nov 9,11/09/2020,24.1
"Delayed Medical Care, Last 4 Weeks",By Age,United States,18 - 29 years,Nov 11 - Nov 23,11/23/2020,34.3
"Delayed Medical Care, Last 4 Weeks",By Age,United States,30 - 39 years,Nov 11 - Nov 23,11/23/2020,37.8
"Delayed Medical Care, Last 4 Weeks",By Age,United States,40 - 49 years,Nov 11 - Nov 23,11/23/2020,35.8
"Delayed Medical Care, Last 4 Weeks",By Age,United States,50 - 59 years,Nov 11 - Nov 23,11/23/2020,33.4
"Delayed Medical Care, Last 4 Weeks",By Age,United States,60 - 69 years,Nov 11 - Nov 23,11/23/2020,31.2
"Delayed Medical Care, Last 4 Weeks",By Age,United States,70 - 79 years,Nov 11 - Nov 23,11/23/2020,27
"Delayed Medical Care, Last 4 Weeks",By Age,United States,80 years and above,Nov 11 - Nov 23,11/23/2020,19.7
"Delayed Medical Care, Last 4 Weeks",By State,Alabama,Alabama,Nov 11 - Nov 23,11/23/2020,30
"Delayed Medical Care, Last 4 Weeks",By State,Alaska,Alaska,Nov 11 - Nov 23,11/23/2020,39.7
"Delayed Medical Care, Last 4 Weeks",By State,Arizona,Arizona,Nov 11 - Nov 23,11/23/2020,32.4
"Delayed Medical Care, Last 4 Weeks",By State,Arkansas,Arkansas,Nov 11 - Nov 23,11/23/2020,31.3
"Delayed Medical Care, Last 4 Weeks",By State,California,California,Nov 11 - Nov 23,11/23/2020,38.4
"Delayed Medical Care, Last 4 Weeks",By State,Colorado,Colorado,Nov 11 - Nov 23,11/23/2020,31.8
"Delayed Medical Care, Last 4 Weeks",By State,Connecticut,Connecticut,Nov 11 - Nov 23,11/23/2020,34
"Delayed Medical Care, Last 4 Weeks",By State,Delaware,Delaware,Nov 11 - Nov 23,11/23/2020,29.9
"Delayed Medical Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,Nov 11 - Nov 23,11/23/2020,34.4
"Delayed Medical Care, Last 4 Weeks",By State,Florida,Florida,Nov 11 - Nov 23,11/23/2020,31
"Delayed Medical Care, Last 4 Weeks",By State,Georgia,Georgia,Nov 11 - Nov 23,11/23/2020,35.4
"Delayed Medical Care, Last 4 Weeks",By State,Hawaii,Hawaii,Nov 11 - Nov 23,11/23/2020,29.5
"Delayed Medical Care, Last 4 Weeks",By State,Idaho,Idaho,Nov 11 - Nov 23,11/23/2020,31.7
"Delayed Medical Care, Last 4 Weeks",By State,Illinois,Illinois,Nov 11 - Nov 23,11/23/2020,36.6
"Delayed Medical Care, Last 4 Weeks",By State,Indiana,Indiana,Nov 11 - Nov 23,11/23/2020,28.3
"Delayed Medical Care, Last 4 Weeks",By State,Iowa,Iowa,Nov 11 - Nov 23,11/23/2020,31.9
"Delayed Medical Care, Last 4 Weeks",By State,Kansas,Kansas,Nov 11 - Nov 23,11/23/2020,28.7
"Delayed Medical Care, Last 4 Weeks",By State,Kentucky,Kentucky,Nov 11 - Nov 23,11/23/2020,29.5
"Delayed Medical Care, Last 4 Weeks",By State,Louisiana,Louisiana,Nov 11 - Nov 23,11/23/2020,27.7
"Delayed Medical Care, Last 4 Weeks",By State,Maine,Maine,Nov 11 - Nov 23,11/23/2020,34.7
"Delayed Medical Care, Last 4 Weeks",By State,Maryland,Maryland,Nov 11 - Nov 23,11/23/2020,34.8
"Delayed Medical Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,Nov 11 - Nov 23,11/23/2020,34
"Delayed Medical Care, Last 4 Weeks",By State,Michigan,Michigan,Nov 11 - Nov 23,11/23/2020,31.3
"Delayed Medical Care, Last 4 Weeks",By State,Minnesota,Minnesota,Nov 11 - Nov 23,11/23/2020,33.6
"Delayed Medical Care, Last 4 Weeks",By State,Mississippi,Mississippi,Nov 11 - Nov 23,11/23/2020,26
"Delayed Medical Care, Last 4 Weeks",By State,Missouri,Missouri,Nov 11 - Nov 23,11/23/2020,28.9
"Delayed Medical Care, Last 4 Weeks",By State,Montana,Montana,Nov 11 - Nov 23,11/23/2020,32.3
"Delayed Medical Care, Last 4 Weeks",By State,Nebraska,Nebraska,Nov 11 - Nov 23,11/23/2020,31.6
"Delayed Medical Care, Last 4 Weeks",By State,Nevada,Nevada,Nov 11 - Nov 23,11/23/2020,30.9
"Delayed Medical Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,Nov 11 - Nov 23,11/23/2020,26.8
"Delayed Medical Care, Last 4 Weeks",By State,New Jersey,New Jersey,Nov 11 - Nov 23,11/23/2020,34
"Delayed Medical Care, Last 4 Weeks",By State,New Mexico,New Mexico,Nov 11 - Nov 23,11/23/2020,45.8
"Delayed Medical Care, Last 4 Weeks",By State,New York,New York,Nov 11 - Nov 23,11/23/2020,31.1
"Delayed Medical Care, Last 4 Weeks",By State,North Carolina,North Carolina,Nov 11 - Nov 23,11/23/2020,32.1
"Delayed Medical Care, Last 4 Weeks",By State,North Dakota,North Dakota,Nov 11 - Nov 23,11/23/2020,27.5
"Delayed Medical Care, Last 4 Weeks",By State,Ohio,Ohio,Nov 11 - Nov 23,11/23/2020,33.3
"Delayed Medical Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,Nov 11 - Nov 23,11/23/2020,33
"Delayed Medical Care, Last 4 Weeks",By State,Oregon,Oregon,Nov 11 - Nov 23,11/23/2020,37.7
"Delayed Medical Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,Nov 11 - Nov 23,11/23/2020,30.1
"Delayed Medical Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,Nov 11 - Nov 23,11/23/2020,32.1
"Delayed Medical Care, Last 4 Weeks",By State,South Carolina,South Carolina,Nov 11 - Nov 23,11/23/2020,35.3
"Delayed Medical Care, Last 4 Weeks",By State,South Dakota,South Dakota,Nov 11 - Nov 23,11/23/2020,30.8
"Delayed Medical Care, Last 4 Weeks",By State,Tennessee,Tennessee,Nov 11 - Nov 23,11/23/2020,30.3
"Delayed Medical Care, Last 4 Weeks",By State,Texas,Texas,Nov 11 - Nov 23,11/23/2020,36.1
"Delayed Medical Care, Last 4 Weeks",By State,Utah,Utah,Nov 11 - Nov 23,11/23/2020,28.6
"Delayed Medical Care, Last 4 Weeks",By State,Vermont,Vermont,Nov 11 - Nov 23,11/23/2020,29.4
"Delayed Medical Care, Last 4 Weeks",By State,Virginia,Virginia,Nov 11 - Nov 23,11/23/2020,35.5
"Delayed Medical Care, Last 4 Weeks",By State,Washington,Washington,Nov 11 - Nov 23,11/23/2020,33.6
"Delayed Medical Care, Last 4 Weeks",By State,West Virginia,West Virginia,Nov 11 - Nov 23,11/23/2020,24.9
"Delayed Medical Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,Nov 11 - Nov 23,11/23/2020,33.3
"Delayed Medical Care, Last 4 Weeks",By State,Wyoming,Wyoming,Nov 11 - Nov 23,11/23/2020,29.9
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,18 - 29 years,Nov 11 - Nov 23,11/23/2020,23.5
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,30 - 39 years,Nov 11 - Nov 23,11/23/2020,25.7
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,40 - 49 years,Nov 11 - Nov 23,11/23/2020,27.3
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,50 - 59 years,Nov 11 - Nov 23,11/23/2020,25.3
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,60 - 69 years,Nov 11 - Nov 23,11/23/2020,21.4
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,70 - 79 years,Nov 11 - Nov 23,11/23/2020,20.8
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,80 years and above,Nov 11 - Nov 23,11/23/2020,17.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Alabama,Alabama,Nov 11 - Nov 23,11/23/2020,25.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Alaska,Alaska,Nov 11 - Nov 23,11/23/2020,29.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Arizona,Arizona,Nov 11 - Nov 23,11/23/2020,25.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Arkansas,Arkansas,Nov 11 - Nov 23,11/23/2020,23.2
"Did Not Get Needed Care, Last 4 Weeks",By State,California,California,Nov 11 - Nov 23,11/23/2020,27.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Colorado,Colorado,Nov 11 - Nov 23,11/23/2020,23.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Connecticut,Connecticut,Nov 11 - Nov 23,11/23/2020,21.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Delaware,Delaware,Nov 11 - Nov 23,11/23/2020,19.4
"Did Not Get Needed Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,Nov 11 - Nov 23,11/23/2020,20.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Florida,Florida,Nov 11 - Nov 23,11/23/2020,20.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Georgia,Georgia,Nov 11 - Nov 23,11/23/2020,21.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Hawaii,Hawaii,Nov 11 - Nov 23,11/23/2020,18.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Idaho,Idaho,Nov 11 - Nov 23,11/23/2020,21.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Illinois,Illinois,Nov 11 - Nov 23,11/23/2020,27.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Indiana,Indiana,Nov 11 - Nov 23,11/23/2020,21.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Iowa,Iowa,Nov 11 - Nov 23,11/23/2020,21
"Did Not Get Needed Care, Last 4 Weeks",By State,Kansas,Kansas,Nov 11 - Nov 23,11/23/2020,22.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Kentucky,Kentucky,Nov 11 - Nov 23,11/23/2020,23.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Louisiana,Louisiana,Nov 11 - Nov 23,11/23/2020,27.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Maine,Maine,Nov 11 - Nov 23,11/23/2020,21
"Did Not Get Needed Care, Last 4 Weeks",By State,Maryland,Maryland,Nov 11 - Nov 23,11/23/2020,28.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,Nov 11 - Nov 23,11/23/2020,20.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Michigan,Michigan,Nov 11 - Nov 23,11/23/2020,23.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Minnesota,Minnesota,Nov 11 - Nov 23,11/23/2020,25.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Mississippi,Mississippi,Nov 11 - Nov 23,11/23/2020,22.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Missouri,Missouri,Nov 11 - Nov 23,11/23/2020,19.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Montana,Montana,Nov 11 - Nov 23,11/23/2020,21.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Nebraska,Nebraska,Nov 11 - Nov 23,11/23/2020,20.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Nevada,Nevada,Nov 11 - Nov 23,11/23/2020,22.4
"Did Not Get Needed Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,Nov 11 - Nov 23,11/23/2020,18.4
"Did Not Get Needed Care, Last 4 Weeks",By State,New Jersey,New Jersey,Nov 11 - Nov 23,11/23/2020,22
"Did Not Get Needed Care, Last 4 Weeks",By State,New Mexico,New Mexico,Nov 11 - Nov 23,11/23/2020,31.8
"Did Not Get Needed Care, Last 4 Weeks",By State,New York,New York,Nov 11 - Nov 23,11/23/2020,18.2
"Did Not Get Needed Care, Last 4 Weeks",By State,North Carolina,North Carolina,Nov 11 - Nov 23,11/23/2020,26
"Did Not Get Needed Care, Last 4 Weeks",By State,North Dakota,North Dakota,Nov 11 - Nov 23,11/23/2020,16.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Ohio,Ohio,Nov 11 - Nov 23,11/23/2020,25.1
